subject,electrode,native_t1_x,native_t1_y,native_t1_z,freesurfer_tkr_x,freesurfer_tkr_y,freesurfer_tkr_z,chain,contact,coordinate_assumption,label_status,qc_status,label_dkt,label_destrieux
21,AR1,13.488,17.761,-16.456,11.935786753362933,4.42047715185754,-33.656296933073406,AR,1,native_t1_scanner_ras_to_freesurfer_tkr_ras,provisional,not_reviewed,Right-Hippocampus,Right-Hippocampus
21,AR2,16.931,18.74,-17.366,15.378787169441495,5.39947721780311,-34.56629697448747,AR,2,native_t1_scanner_ras_to_freesurfer_tkr_ras,provisional,not_reviewed,Right-Hippocampus,Right-Hippocampus
21,AR3,19.854,19.271,-18.363,18.301787522825293,5.930477255794557,-35.56329702302429,AR,3,native_t1_scanner_ras_to_freesurfer_tkr_ras,provisional,not_reviewed,Right-Hippocampus,Right-Hippocampus
21,AR4,23.751,19.747,-19.403,22.198787992352663,6.406477292755483,-36.60329707049564,AR,4,native_t1_scanner_ras_to_freesurfer_tkr_ras,provisional,not_reviewed,Right-Hippocampus,Right-Hippocampus
21,AR5,27.162,20.25,-20.421,25.60978840392444,6.909477330204453,-37.6212971184662,AR,5,native_t1_scanner_ras_to_freesurfer_tkr_ras,provisional,not_reviewed,Right-Hippocampus,Right-Hippocampus
21,AR6,30.117,21.257,-21.31,28.564788761815024,7.9164773966925,-38.5102971604465,AR,6,native_t1_scanner_ras_to_freesurfer_tkr_ras,provisional,not_reviewed,ctx-rh-fusiform,ctx_rh_S_collat_transv_ant
21,AR7,33.527,21.76,-22.328,31.974789173267595,8.41947743413914,-39.52829720842081,AR,7,native_t1_scanner_ras_to_freesurfer_tkr_ras,provisional,not_reviewed,ctx-rh-inferiortemporal,ctx_rh_Pole_temporal
21,AR8,36.481,22.069,-22.35,34.9287895262043,8.72847745942454,-39.550297198727606,AR,8,native_t1_scanner_ras_to_freesurfer_tkr_ras,provisional,not_reviewed,ctx-rh-middletemporal,ctx_rh_Pole_temporal
21,AR9,39.892,22.572,-23.369,38.339789937779784,9.231477496873026,-40.56929724675777,AR,9,native_t1_scanner_ras_to_freesurfer_tkr_ras,provisional,not_reviewed,ctx-rh-middletemporal,ctx_rh_Pole_temporal
21,AR10,43.302,23.076,-24.387,41.74979034923467,9.735477534379243,-41.58729729473205,AR,10,native_t1_scanner_ras_to_freesurfer_tkr_ras,provisional,not_reviewed,ctx-rh-middletemporal,ctx_rh_Pole_temporal
21,AR11,46.712,23.579,-25.405,45.15979076068723,10.238477571825854,-42.605297342706336,AR,11,native_t1_scanner_ras_to_freesurfer_tkr_ras,provisional,not_reviewed,ctx-rh-middletemporal,ctx_rh_Pole_temporal
21,AR12,50.123,24.083,-26.423,48.57079117226131,10.7424776093344,-43.623297390676896,AR,12,native_t1_scanner_ras_to_freesurfer_tkr_ras,provisional,not_reviewed,ctx-rh-superiortemporal,ctx_rh_Pole_temporal
21,ATR1,37.203,-16.367,2.206,35.65078943242298,-29.707524818423906,-14.994295732386206,ATR,1,native_t1_scanner_ras_to_freesurfer_tkr_ras,provisional,not_reviewed,ctx-rh-transversetemporal,ctx_rh_G_temp_sup-G_T_transv
21,ATR2,40.501,-17.629,2.31,38.948789822286244,-30.969524885917792,-14.89029571390131,ATR,2,native_t1_scanner_ras_to_freesurfer_tkr_ras,provisional,not_reviewed,ctx-rh-superiortemporal,ctx_rh_S_temporal_transverse
21,ATR3,43.692,-18.833,1.934,42.139790201315606,-32.17352495042725,-15.266295724425248,ATR,3,native_t1_scanner_ras_to_freesurfer_tkr_ras,provisional,not_reviewed,ctx-rh-superiortemporal,ctx_rh_S_temporal_transverse
21,ATR4,47.131,-19.805,1.871,45.57879060927627,-33.14552500038526,-15.329295715369057,ATR,4,native_t1_scanner_ras_to_freesurfer_tkr_ras,provisional,not_reviewed,ctx-rh-superiortemporal,ctx_rh_G_temp_sup-Plan_tempo
21,ATR5,50.447,-21.191,2.106,48.894791000512186,-34.53152507516721,-15.094295689008902,ATR,5,native_t1_scanner_ras_to_freesurfer_tkr_ras,provisional,not_reviewed,ctx-rh-superiortemporal,ctx_rh_G_temp_sup-Plan_tempo
21,ATR6,53.619,-22.443,1.823,52.06679137681975,-35.78352514253862,-15.377295694060393,ATR,6,native_t1_scanner_ras_to_freesurfer_tkr_ras,provisional,not_reviewed,ctx-rh-superiortemporal,ctx_rh_G_temp_sup-Plan_tempo
21,ATR7,56.888,-23.602,1.455,55.3357917652211,-36.94252520418053,-15.745295703816936,ATR,7,native_t1_scanner_ras_to_freesurfer_tkr_ras,provisional,not_reviewed,ctx-rh-superiortemporal,ctx_rh_G_temp_sup-Plan_tempo
21,ATR8,60.157,-25.022,1.452,58.60479215166262,-38.36252528120929,-15.74829569181776,ATR,8,native_t1_scanner_ras_to_freesurfer_tkr_ras,provisional,not_reviewed,ctx-rh-superiortemporal,ctx_rh_G_temp_sup-Lateral
21,COR1,43.073,0.05,17.066,41.52079011456979,-13.29052381930751,-0.1342948247936704,COR,1,native_t1_scanner_ras_to_freesurfer_tkr_ras,provisional,not_reviewed,ctx-rh-postcentral,ctx_rh_G_and_S_subcentral
21,COR2,46.552,-0.221,17.392,44.99979052746143,-13.56152382720839,0.19170520759774945,COR,2,native_t1_scanner_ras_to_freesurfer_tkr_ras,provisional,not_reviewed,ctx-rh-postcentral,ctx_rh_G_and_S_subcentral
21,COR3,49.927,-0.485,17.225,48.37479092980797,-13.82552383516375,0.02470521021662364,COR,3,native_t1_scanner_ras_to_freesurfer_tkr_ras,provisional,not_reviewed,ctx-rh-postcentral,ctx_rh_G_pariet_inf-Supramar
21,COR4,53.581,-0.773,17.643,52.02879136317944,-14.113523843627604,0.44270524874357875,COR,4,native_t1_scanner_ras_to_freesurfer_tkr_ras,provisional,not_reviewed,ctx-rh-postcentral,ctx_rh_G_pariet_inf-Supramar
21,COR5,57.095,-0.986,17.912,55.542791780589084,-14.326523848016464,0.7117052778679067,COR,5,native_t1_scanner_ras_to_freesurfer_tkr_ras,provisional,not_reviewed,ctx-rh-postcentral,ctx_rh_G_and_S_subcentral
21,COR6,60.516,-1.075,17.784,58.96379218867631,-14.415523845415734,0.5837052829827201,COR,6,native_t1_scanner_ras_to_freesurfer_tkr_ras,provisional,not_reviewed,ctx-rh-postcentral,ctx_rh_G_and_S_subcentral
21,COR7,64.055,-1.341,18.228,62.502792608292424,-14.681523852823943,1.0277053226309931,COR,7,native_t1_scanner_ras_to_freesurfer_tkr_ras,provisional,not_reviewed,ctx-rh-postcentral,ctx_rh_G_and_S_subcentral
21,COR8,67.489,-1.637,18.463,65.93679301610116,-14.97752386236209,1.262705349430746,COR,8,native_t1_scanner_ras_to_freesurfer_tkr_ras,provisional,not_reviewed,ctx-rh-postcentral,ctx_rh_G_postcentral
21,IPR1,36.81,15.428,-6.433,35.25778949085969,2.0874770717680065,-23.633296248774798,IPR,1,native_t1_scanner_ras_to_freesurfer_tkr_ras,provisional,not_reviewed,ctx-rh-insula,ctx_rh_G_Ins_lg_and_S_cent_ins
21,IPR2,35.864,13.864,-3.682,34.31178936424345,0.5234769776247958,-20.88229608832654,IPR,2,native_t1_scanner_ras_to_freesurfer_tkr_ras,provisional,not_reviewed,ctx-rh-insula,ctx_rh_G_Ins_lg_and_S_cent_ins
21,IPR3,34.918,12.301,-0.931,33.365789237629514,-1.0395231164588097,-18.131295927878256,IPR,3,native_t1_scanner_ras_to_freesurfer_tkr_ras,provisional,not_reviewed,Right-Putamen,Right-Putamen
21,IPR4,34.49,10.486,2.773,32.937789168636414,-2.854523223912963,-14.427295708697073,IPR,4,native_t1_scanner_ras_to_freesurfer_tkr_ras,provisional,not_reviewed,Right-Putamen,Right-Putamen
21,IPR5,33.575,9.398,5.632,32.02278904640775,-3.9425232895618905,-11.568295541696017,IPR,5,native_t1_scanner_ras_to_freesurfer_tkr_ras,provisional,not_reviewed,Right-Putamen,Right-Putamen
21,IPR6,32.66,7.612,9.357,31.107788919348152,-5.728523396411603,-7.843295323077342,IPR,6,native_t1_scanner_ras_to_freesurfer_tkr_ras,provisional,not_reviewed,Right-Putamen,Right-Putamen
21,IPR7,32.233,6.496,12.194,30.68078885531122,-6.84452346260349,-5.00629515556966,IPR,7,native_t1_scanner_ras_to_freesurfer_tkr_ras,provisional,not_reviewed,ctx-rh-insula,ctx_rh_G_Ins_lg_and_S_cent_ins
21,IPR8,31.319,5.407,15.053,29.766788733199476,-7.933523528309706,-2.14729498856488,IPR,8,native_t1_scanner_ras_to_freesurfer_tkr_ras,provisional,not_reviewed,ctx-rh-insula,ctx_rh_Lat_Fis-post
21,IPR9,30.373,3.844,17.804,28.820788606585552,-9.496523622393312,0.6037051718833766,IPR,9,native_t1_scanner_ras_to_freesurfer_tkr_ras,provisional,not_reviewed,ctx-rh-insula,ctx_rh_Lat_Fis-post
21,IPR10,29.914,2.252,20.533,28.361788538041836,-11.088523717081813,3.33270533283455,IPR,10,native_t1_scanner_ras_to_freesurfer_tkr_ras,provisional,not_reviewed,ctx-rh-insula,ctx_rh_Lat_Fis-post
21,IPR11,29.03,0.941,24.366,27.477788415367513,-12.399523795496862,7.16570555800601,IPR,11,native_t1_scanner_ras_to_freesurfer_tkr_ras,provisional,not_reviewed,ctx-rh-insula,ctx_rh_Lat_Fis-post
21,IPR12,28.084,-0.622,27.117,26.531788288753575,-13.962523889580467,9.916705718454267,IPR,12,native_t1_scanner_ras_to_freesurfer_tkr_ras,provisional,not_reviewed,Right-Caudate,Right-Caudate
21,IPR13,27.169,-2.409,30.842,25.616788161691687,-15.749523996489785,13.641705937072942,IPR,13,native_t1_scanner_ras_to_freesurfer_tkr_ras,provisional,not_reviewed,Right-Caudate,Right-Caudate
21,IPR14,26.255,-3.497,33.701,24.70278803958223,-16.837524062136396,16.50070610407772,IPR,14,native_t1_scanner_ras_to_freesurfer_tkr_ras,provisional,not_reviewed,Unknown,Unknown
21,IPR15,25.858,-4.836,37.512,24.305787974980433,-18.17652414109672,20.3117063297521,IPR,15,native_t1_scanner_ras_to_freesurfer_tkr_ras,provisional,not_reviewed,ctx-rh-paracentral,ctx_rh_S_cingul-Marginalis
21,PHR1,30.746,-7.356,-6.655,29.193788716416435,-20.69652430048653,-23.855296284597188,PHR,1,native_t1_scanner_ras_to_freesurfer_tkr_ras,provisional,not_reviewed,Right-Hippocampus,Right-Hippocampus
21,PHR2,34.051,-7.745,-6.516,32.49878910899098,-21.085524315912963,-23.71629626400005,PHR,2,native_t1_scanner_ras_to_freesurfer_tkr_ras,provisional,not_reviewed,Right-Hippocampus,Right-Hippocampus
21,PHR3,37.929,-8.382,-5.757,36.376789566992585,-21.72252434449851,-22.95729620431345,PHR,3,native_t1_scanner_ras_to_freesurfer_tkr_ras,provisional,not_reviewed,ctx-rh-transversetemporal,ctx_rh_G_temp_sup-G_T_transv
21,PHR4,40.819,-9.024,-5.995,39.26678991091799,-22.364524376146704,-23.195296207733264,PHR,4,native_t1_scanner_ras_to_freesurfer_tkr_ras,provisional,not_reviewed,ctx-rh-transversetemporal,ctx_rh_G_temp_sup-G_T_transv
21,PHR5,44.746,-9.47,-5.194,43.193790375043534,-22.810524393214124,-22.394296145360727,PHR,5,native_t1_scanner_ras_to_freesurfer_tkr_ras,provisional,not_reviewed,ctx-rh-transversetemporal,ctx_rh_G_temp_sup-G_T_transv
21,PHR6,51.562,-10.557,-4.63,50.00979118297384,-23.897524441872008,-21.83029608635212,PHR,6,native_t1_scanner_ras_to_freesurfer_tkr_ras,provisional,not_reviewed,ctx-rh-transversetemporal,ctx_rh_G_temp_sup-G_T_transv
21,PHR7,54.972,-10.751,-4.782,53.419791589597764,-24.091524445566563,-21.982296082708785,PHR,7,native_t1_scanner_ras_to_freesurfer_tkr_ras,provisional,not_reviewed,ctx-rh-superiortemporal,ctx_rh_G_temp_sup-G_T_transv
21,PHR8,58.866,-11.672,-4.088,57.31379204909588,-25.012524491072853,-21.28829602683686,PHR,8,native_t1_scanner_ras_to_freesurfer_tkr_ras,provisional,not_reviewed,ctx-rh-superiortemporal,ctx_rh_G_temp_sup-Lateral
21,PHR9,61.757,-12.314,-4.326,60.20479239314051,-25.65452452271873,-21.52629603025295,PHR,9,native_t1_scanner_ras_to_freesurfer_tkr_ras,provisional,not_reviewed,ctx-rh-superiortemporal,ctx_rh_G_temp_sup-Lateral
21,PHR10,65.651,-13.234,-3.633,64.09879285264462,-26.57452456816587,-20.83329597444066,PHR,10,native_t1_scanner_ras_to_freesurfer_tkr_ras,provisional,not_reviewed,ctx-rh-superiortemporal,ctx_rh_G_temp_sup-Lateral
21,PHR11,68.573,-13.401,-3.763,67.02079320107454,-26.74152457137707,-20.96329597130395,PHR,11,native_t1_scanner_ras_to_freesurfer_tkr_ras,provisional,not_reviewed,ctx-rh-superiortemporal,ctx_rh_G_temp_sup-Lateral
21,PHR12,73.442,-14.377,-3.113,71.88979377683917,-27.717524617912005,-20.313295914422497,PHR,12,native_t1_scanner_ras_to_freesurfer_tkr_ras,provisional,not_reviewed,Unknown,Unknown
21,PR1,41.008,-12.504,13.729,39.45578985196968,-25.84452457394613,-3.4712950313870863,PR,1,native_t1_scanner_ras_to_freesurfer_tkr_ras,provisional,not_reviewed,ctx-rh-supramarginal,ctx_rh_G_pariet_inf-Supramar
21,PR2,43.568,-12.139,15.785,42.0157901503255,-25.479524545272568,-1.4152948993032055,PR,2,native_t1_scanner_ras_to_freesurfer_tkr_ras,provisional,not_reviewed,ctx-rh-supramarginal,ctx_rh_G_pariet_inf-Supramar
21,PR3,46.16,-11.298,17.949,44.60779045318813,-24.638524488102405,0.7487052393372267,PR,3,native_t1_scanner_ras_to_freesurfer_tkr_ras,provisional,not_reviewed,ctx-rh-supramarginal,ctx_rh_G_pariet_inf-Supramar
21,PR4,49.239,-10.485,20.091,47.68679081412324,-23.82552443147752,2.890705378480547,PR,4,native_t1_scanner_ras_to_freesurfer_tkr_ras,provisional,not_reviewed,ctx-rh-supramarginal,ctx_rh_G_pariet_inf-Supramar
21,PR5,51.831,-9.645,22.254,50.27879111698729,-22.985524374367415,5.05370551706136,PR,5,native_t1_scanner_ras_to_freesurfer_tkr_ras,provisional,not_reviewed,ctx-rh-supramarginal,ctx_rh_G_pariet_inf-Supramar
21,PR6,54.878,-9.307,24.288,53.32579147341792,-22.647524346179537,7.087705649648171,PR,6,native_t1_scanner_ras_to_freesurfer_tkr_ras,provisional,not_reviewed,ctx-rh-supramarginal,ctx_rh_G_pariet_inf-Supramar
21,PR7,57.47,-8.466,26.452,55.91779177628054,-21.80652428900936,9.25170578828859,PR,7,native_t1_scanner_ras_to_freesurfer_tkr_ras,provisional,not_reviewed,ctx-rh-supramarginal,ctx_rh_G_pariet_inf-Supramar
21,PR8,61.067,-7.904,29.547,59.514792194838805,-21.244524245695416,12.346705986164835,PR,8,native_t1_scanner_ras_to_freesurfer_tkr_ras,provisional,not_reviewed,ctx-rh-supramarginal,ctx_rh_G_pariet_inf-Supramar
21,SMR1,32.955,-18.654,16.681,31.402788866839998,-31.99452495788995,-0.5192948854339363,SMR,1,native_t1_scanner_ras_to_freesurfer_tkr_ras,provisional,not_reviewed,ctx-rh-supramarginal,ctx_rh_Lat_Fis-post
21,SMR2,35.844,-19.994,17.31,34.29178920581154,-33.33452503074079,0.10970516281975051,SMR,2,native_t1_scanner_ras_to_freesurfer_tkr_ras,provisional,not_reviewed,ctx-rh-supramarginal,ctx_rh_Lat_Fis-post
21,SMR3,39.707,-21.389,17.895,38.154789660930405,-34.72952510462261,0.6947052120792705,SMR,3,native_t1_scanner_ras_to_freesurfer_tkr_ras,provisional,not_reviewed,ctx-rh-supramarginal,ctx_rh_Lat_Fis-post
21,SMR4,42.596,-22.729,18.524,41.04378999990193,-36.069525177473466,1.3237052603329573,SMR,4,native_t1_scanner_ras_to_freesurfer_tkr_ras,provisional,not_reviewed,ctx-rh-supramarginal,ctx_rh_Lat_Fis-post
21,SMR5,45.972,-24.097,19.132,44.41979039694226,-37.43752525086914,1.9317053091491658,SMR,5,native_t1_scanner_ras_to_freesurfer_tkr_ras,provisional,not_reviewed,ctx-rh-supramarginal,ctx_rh_G_temp_sup-Plan_tempo
21,SMR6,49.379,-24.99,19.847,47.826790798371576,-38.3305252958306,2.6467053644585548,SMR,6,native_t1_scanner_ras_to_freesurfer_tkr_ras,provisional,not_reviewed,ctx-rh-supramarginal,ctx_rh_G_temp_sup-Plan_tempo
21,SMR7,52.755,-26.358,20.454,51.20279119541564,-39.69852536922674,3.253705413215158,SMR,7,native_t1_scanner_ras_to_freesurfer_tkr_ras,provisional,not_reviewed,ctx-rh-supramarginal,ctx_rh_G_temp_sup-Plan_tempo
21,SMR8,56.131,-27.726,21.061,54.57879159245968,-41.066525442622876,3.8607054619717616,SMR,8,native_t1_scanner_ras_to_freesurfer_tkr_ras,provisional,not_reviewed,ctx-rh-supramarginal,ctx_rh_G_pariet_inf-Angular
21,SMR9,59.02,-29.066,21.69,57.46779193143122,-42.40652551547373,4.489705510225448,SMR,9,native_t1_scanner_ras_to_freesurfer_tkr_ras,provisional,not_reviewed,ctx-rh-supramarginal,ctx_rh_G_pariet_inf-Angular
21,SMR10,62.428,-29.958,22.405,60.87579233298206,-43.29852556037325,5.204705565538561,SMR,10,native_t1_scanner_ras_to_freesurfer_tkr_ras,provisional,not_reviewed,ctx-rh-supramarginal,ctx_rh_G_pariet_inf-Supramar
21,TOR1,11.207,-40.682,-5.123,9.654786304855463,-54.02252633165044,-22.32329626607134,TOR,1,native_t1_scanner_ras_to_freesurfer_tkr_ras,provisional,not_reviewed,ctx-rh-lingual,ctx_rh_G_oc-temp_med-Lingual
21,TOR2,14.368,-42.084,-5.385,12.815786679428612,-55.42452640797838,-22.585296269912106,TOR,2,native_t1_scanner_ras_to_freesurfer_tkr_ras,provisional,not_reviewed,ctx-rh-lingual,ctx_rh_S_oc-temp_med_and_Lingual
21,TOR3,17.566,-43.742,-5.22,16.013787056233213,-57.08252649928012,-22.42029624816385,TOR,3,native_t1_scanner_ras_to_freesurfer_tkr_ras,provisional,not_reviewed,ctx-rh-lingual,ctx_rh_S_oc-temp_med_and_Lingual
21,TOR4,20.683,-45.229,-5.435,19.130787425190647,-58.569526580755024,-22.635296249367116,TOR,4,native_t1_scanner_ras_to_freesurfer_tkr_ras,provisional,not_reviewed,ctx-rh-lingual,ctx_rh_S_oc-temp_med_and_Lingual
21,TOR5,23.875,-46.783,-5.891,22.32278780383251,-60.12352666616104,-23.09129626465571,TOR,5,native_t1_scanner_ras_to_freesurfer_tkr_ras,provisional,not_reviewed,ctx-rh-fusiform,ctx_rh_S_oc-temp_med_and_Lingual
21,TOR6,27.081,-48.182,-6.257,25.528788184164412,-61.52252674225382,-23.45729627452772,TOR,6,native_t1_scanner_ras_to_freesurfer_tkr_ras,provisional,not_reviewed,ctx-rh-fusiform,ctx_rh_S_oc-temp_med_and_Lingual
21,TOR7,30.275,-49.772,-6.091,28.7227885606448,-63.112526829511296,-23.29129625273478,TOR,7,native_t1_scanner_ras_to_freesurfer_tkr_ras,provisional,not_reviewed,ctx-rh-lateraloccipital,ctx_rh_S_occipital_ant
21,TOR8,33.594,-51.204,-6.181,32.041788953343286,-64.5445269071794,-23.381296245734944,TOR,8,native_t1_scanner_ras_to_freesurfer_tkr_ras,provisional,not_reviewed,ctx-rh-lateraloccipital,ctx_rh_S_occipital_ant
21,TOR9,36.728,-52.633,-6.607,35.175789325246654,-65.97352698525592,-23.807296259451476,TOR,9,native_t1_scanner_ras_to_freesurfer_tkr_ras,provisional,not_reviewed,ctx-rh-inferiortemporal,ctx_rh_S_temporal_inf
21,TOR10,39.911,-54.132,-7.05,38.35878970289369,-67.47252706739856,-24.250296273998742,TOR,10,native_t1_scanner_ras_to_freesurfer_tkr_ras,provisional,not_reviewed,ctx-rh-inferiortemporal,ctx_rh_S_temporal_inf
21,TOR11,43.124,-55.689,-7.507,41.57179008403577,-69.02952715293496,-24.707296289268697,TOR,11,native_t1_scanner_ras_to_freesurfer_tkr_ras,provisional,not_reviewed,ctx-rh-inferiortemporal,ctx_rh_G_temporal_inf
21,TOR12,46.797,-57.148,-7.956,45.24479052020965,-70.48852723155535,-25.15629630234818,TOR,12,native_t1_scanner_ras_to_freesurfer_tkr_ras,provisional,not_reviewed,ctx-rh-inferiortemporal,ctx_rh_G_temporal_inf
23,ACL1,-5.822,43.371,5.152,-3.807335708731671,34.47934087712696,43.81697280395356,ACL,1,native_t1_scanner_ras_to_freesurfer_tkr_ras,provisional,not_reviewed,ctx-lh-rostralanteriorcingulate,ctx_lh_G_and_S_cingul-Ant
23,ACL2,-9.304,43.414,6.478,-7.289335291096279,34.522340867523155,45.142972645882054,ACL,2,native_t1_scanner_ras_to_freesurfer_tkr_ras,provisional,not_reviewed,ctx-lh-rostralanteriorcingulate,ctx_lh_G_and_S_cingul-Ant
23,ACL3,-13.777,43.075,7.551,-11.76233475649613,34.18334090277,46.2159725179705,ACL,3,native_t1_scanner_ras_to_freesurfer_tkr_ras,provisional,not_reviewed,ctx-lh-rostralanteriorcingulate,ctx_lh_G_and_S_cingul-Ant
23,ACL4,-16.24,43.36,8.287,-14.225334460990211,34.46834086581603,46.95197243023247,ACL,4,native_t1_scanner_ras_to_freesurfer_tkr_ras,provisional,not_reviewed,ctx-lh-rostralanteriorcingulate,ctx_lh_G_and_S_cingul-Ant
23,ACL5,-19.721,43.404,9.613,-17.706334043472197,34.51234085609397,48.27797227216098,ACL,5,native_t1_scanner_ras_to_freesurfer_tkr_ras,provisional,not_reviewed,ctx-lh-rostralanteriorcingulate,ctx_lh_G_and_S_cingul-Ant
23,ACL6,-23.203,43.447,10.938,-21.188333625838652,34.555340846491106,49.60297211420868,ACL,6,native_t1_scanner_ras_to_freesurfer_tkr_ras,provisional,not_reviewed,ctx-lh-rostralmiddlefrontal,ctx_lh_S_front_middle
23,ACL7,-26.215,43.021,12.075,-24.20033326544359,34.12934089341019,50.73997197866774,ACL,7,native_t1_scanner_ras_to_freesurfer_tkr_ras,provisional,not_reviewed,ctx-lh-rostralmiddlefrontal,ctx_lh_S_front_middle
23,ACL8,-29.713,42.624,13.191,-27.698332847098726,33.73234093643916,51.855971845630194,ACL,8,native_t1_scanner_ras_to_freesurfer_tkr_ras,provisional,not_reviewed,ctx-lh-rostralmiddlefrontal,ctx_lh_S_front_middle
23,ACL9,-32.708,42.639,14.537,-30.69333248753233,33.747340930608146,53.20197168517451,ACL,9,native_t1_scanner_ras_to_freesurfer_tkr_ras,provisional,not_reviewed,ctx-lh-rostralmiddlefrontal,ctx_lh_S_front_middle
23,ACL10,-36.694,42.271,15.632,-34.6793320109993,33.3793409697451,54.29697155464035,ACL,10,native_t1_scanner_ras_to_freesurfer_tkr_ras,provisional,not_reviewed,ctx-lh-rostralmiddlefrontal,ctx_lh_S_front_middle
23,ACL11,-39.688,42.286,16.978,-37.67333165155213,33.39434096391503,55.64297139418467,ACL,11,native_t1_scanner_ras_to_freesurfer_tkr_ras,provisional,not_reviewed,ctx-lh-rostralmiddlefrontal,ctx_lh_S_front_middle
23,ACL12,-43.187,41.889,18.093,-41.17233123308992,32.997341006944,56.75797126126632,ACL,12,native_t1_scanner_ras_to_freesurfer_tkr_ras,provisional,not_reviewed,ctx-lh-rostralmiddlefrontal,ctx_lh_G_front_middle
23,ACR1,3.296,44.223,-0.781,5.31066319482926,35.33134078957798,37.88397351122218,ACR,1,native_t1_scanner_ras_to_freesurfer_tkr_ras,provisional,not_reviewed,ctx-rh-rostralanteriorcingulate,ctx_rh_S_pericallosal
23,ACR2,6.66,43.723,-0.003,8.674662794341614,34.83134085159102,38.66197341847737,ACR,2,native_t1_scanner_ras_to_freesurfer_tkr_ras,provisional,not_reviewed,ctx-rh-rostralanteriorcingulate,ctx_rh_S_pericallosal
23,ACR3,10.024,43.223,0.776,12.038662393855844,34.33134091360313,39.44097332561334,ACR,3,native_t1_scanner_ras_to_freesurfer_tkr_ras,provisional,not_reviewed,ctx-rh-rostralanteriorcingulate,ctx_rh_G_and_S_cingul-Ant
23,ACR4,12.901,42.751,1.533,14.915662051435362,33.85934097184429,40.19797323537192,ACR,4,native_t1_scanner_ras_to_freesurfer_tkr_ras,provisional,not_reviewed,Right-Caudate,Right-Caudate
23,ACR5,17.318,43.373,2.142,19.3326615271628,34.48134090124262,40.806973162773474,ACR,5,native_t1_scanner_ras_to_freesurfer_tkr_ras,provisional,not_reviewed,ctx-rh-insula,ctx_rh_S_circular_insula_sup
23,ACR6,20.178,42.461,2.689,22.192661185570955,33.569341012115615,41.353973097566,ACR,6,native_t1_scanner_ras_to_freesurfer_tkr_ras,provisional,not_reviewed,ctx-rh-parstriangularis,ctx_rh_S_circular_insula_sup
23,ACR7,23.576,42.842,3.887,25.590660783427865,33.95034096874579,42.551972954753296,ACR,7,native_t1_scanner_ras_to_freesurfer_tkr_ras,provisional,not_reviewed,ctx-rh-parstriangularis,ctx_rh_S_circular_insula_sup
23,ACR8,27.427,42.312,4.686,29.441660324869417,33.42034103476911,43.35097285950508,ACR,8,native_t1_scanner_ras_to_freesurfer_tkr_ras,provisional,not_reviewed,ctx-rh-parstriangularis,ctx_rh_S_circular_insula_sup
23,ACR9,31.278,41.783,5.486,33.292659866314665,32.891341100672264,44.15097276413766,ACR,9,native_t1_scanner_ras_to_freesurfer_tkr_ras,provisional,not_reviewed,ctx-rh-parstriangularis,ctx_rh_Lat_Fis-ant-Horizont
23,ACR10,34.676,42.164,6.684,36.690659464171574,33.27234105730244,45.34897262132495,ACR,10,native_t1_scanner_ras_to_freesurfer_tkr_ras,provisional,not_reviewed,ctx-rh-parstriangularis,ctx_rh_G_front_inf-Triangul
23,ACR11,37.598,41.991,6.81,39.612659115759556,33.099341080529626,45.474972606304576,ACR,11,native_t1_scanner_ras_to_freesurfer_tkr_ras,provisional,not_reviewed,ctx-rh-parstriangularis,ctx_rh_G_front_inf-Triangul
23,ACR12,41.449,41.462,7.609,43.463658657202956,32.57034114643375,46.27397251105637,ACR,12,native_t1_scanner_ras_to_freesurfer_tkr_ras,provisional,not_reviewed,ctx-rh-parsopercularis,ctx_rh_G_front_inf-Triangul
23,AHL1,-27.126,2.561,-33.552,-25.111333316015873,-6.33065424173752,5.112977417829342,AHL,1,native_t1_scanner_ras_to_freesurfer_tkr_ras,provisional,not_reviewed,Left-Hippocampus,Left-Hippocampus
23,AHL2,-30.473,3.502,-34.121,-28.45833291635691,-5.389654356500657,4.5439774856594255,AHL,2,native_t1_scanner_ras_to_freesurfer_tkr_ras,provisional,not_reviewed,Left-Hippocampus,Left-Hippocampus
23,AHL3,-33.333,4.414,-34.668,-31.318332574765066,-4.477654467373668,3.9969775508669017,AHL,3,native_t1_scanner_ras_to_freesurfer_tkr_ras,provisional,not_reviewed,Left-Hippocampus,Left-Hippocampus
23,AHL4,-37.105,6.123,-35.679,-35.09033212385731,-2.7686546736736943,2.9859776713874737,AHL,4,native_t1_scanner_ras_to_freesurfer_tkr_ras,provisional,not_reviewed,Left-Hippocampus,Left-Hippocampus
23,AHL5,-39.982,6.595,-36.436,-37.9673317814368,-2.2966547319148845,2.2289777616288973,AHL,5,native_t1_scanner_ras_to_freesurfer_tkr_ras,provisional,not_reviewed,ctx-lh-fusiform,ctx_lh_S_collat_transv_ant
23,AHL6,-43.816,7.564,-37.026,-41.801331323710684,-1.3276548504498749,1.6389778319623645,AHL,6,native_t1_scanner_ras_to_freesurfer_tkr_ras,provisional,not_reviewed,ctx-lh-fusiform,ctx_lh_S_collat_transv_ant
23,AHL7,-47.163,8.505,-37.594,-45.14833092404987,-0.3866549652139497,1.0709778996732382,AHL,7,native_t1_scanner_ras_to_freesurfer_tkr_ras,provisional,not_reviewed,ctx-lh-middletemporal,ctx_lh_S_temporal_sup
