session_id,pupil.location,running.running_speed,drifting_gratings.orientation,drifting_gratings.temporal_frequency,static_gratings.phase,static_gratings.spatial_frequency,static_gratings.orientation,natural_scenes.frame,natural_movie_one.frame,natural_movie_two.frame,natural_movie_three.frame,locally_sparse_noise.frame
652988777.h5,False,True,False,False,True,True,True,True,True,False,False,False
593646972.h5,False,True,False,False,True,True,True,True,True,False,False,False
502205092.h5,False,True,True,True,False,False,False,False,True,False,True,False
670398566.h5,False,True,False,False,True,True,True,True,True,False,False,False
637669270.h5,False,True,True,True,False,False,False,False,True,False,True,False
595719414.h5,False,True,False,False,False,False,False,False,True,True,False,True
577379202.h5,True,True,True,True,False,False,False,False,True,False,True,False
636924826.h5,False,True,False,False,True,True,True,True,True,False,False,False
595899822.h5,False,True,False,False,True,True,True,True,True,False,False,False
602866800.h5,False,True,True,True,False,False,False,False,True,False,True,False
593887846.h5,False,True,False,False,True,True,True,True,True,False,False,False
606151117.h5,False,True,False,False,True,True,True,True,True,False,False,False
551888519.h5,False,True,True,True,False,False,False,False,True,False,True,False
510917254.h5,False,True,True,True,False,False,False,False,True,False,True,False
510417261.h5,False,True,False,False,False,False,False,False,True,True,False,True
653125130.h5,False,True,True,True,False,False,False,False,True,False,True,False
585900296.h5,False,True,True,True,False,False,False,False,True,False,True,False
652345569.h5,False,True,False,False,True,True,True,True,True,False,False,False
560782656.h5,False,True,False,False,False,False,False,False,True,True,False,True
505407318.h5,False,True,True,True,False,False,False,False,True,False,True,False
638262558.h5,False,True,True,True,False,False,False,False,True,False,True,False
558670888.h5,False,True,True,True,False,False,False,False,True,False,True,False
657649672.h5,False,True,False,False,False,False,False,False,True,True,False,True
639117180.h5,False,True,False,False,True,True,True,True,True,False,False,False
713568018.h5,False,True,False,False,False,False,False,False,True,True,False,True
643645390.h5,False,True,True,True,False,False,False,False,True,False,True,False
504568756.h5,True,True,True,True,False,False,False,False,True,False,True,False
595337950.h5,False,True,False,False,False,False,False,False,True,True,False,True
642275947.h5,False,True,False,False,True,True,True,True,True,False,False,False
651770186.h5,False,True,True,True,False,False,False,False,True,False,True,False
580878455.h5,True,True,False,False,True,True,True,True,True,False,False,False
703731597.h5,False,True,False,False,True,True,True,True,True,False,False,False
557956194.h5,True,True,False,False,True,True,True,True,True,False,False,False
652092892.h5,False,True,False,False,True,True,True,True,True,False,False,False
658842672.h5,False,True,False,False,False,False,False,False,True,True,False,True
540684467.h5,False,True,True,True,False,False,False,False,True,False,True,False
672223115.h5,False,True,False,False,False,False,False,False,True,True,False,True
567734055.h5,False,True,False,False,True,True,True,True,True,False,False,False
613062525.h5,False,True,False,False,True,True,True,True,True,False,False,False
509644421.h5,False,True,False,False,False,False,False,False,True,True,False,True
501788003.h5,True,True,False,False,False,False,False,False,True,True,False,True
558476282.h5,True,True,True,True,False,False,False,False,True,False,True,False
593506468.h5,False,True,False,False,False,False,False,False,True,True,False,True
639443233.h5,False,True,False,False,True,True,True,True,True,False,False,False
648644110.h5,False,True,False,False,True,True,True,True,True,False,False,False
623338499.h5,False,True,False,False,True,True,True,True,True,False,False,False
593624660.h5,False,True,False,False,False,False,False,False,True,True,False,True
705944402.h5,False,True,False,False,True,True,True,True,True,False,False,False
583495670.h5,False,True,False,False,False,False,False,False,True,True,False,True
696156783.h5,False,True,True,True,False,False,False,False,True,False,True,False
603576132.h5,False,True,True,True,False,False,False,False,True,False,True,False
601904502.h5,False,True,True,True,False,False,False,False,True,False,True,False
637113156.h5,False,True,False,False,False,False,False,False,True,True,False,True
710938330.h5,False,True,False,False,False,False,False,False,True,True,False,True
497060401.h5,False,True,False,False,False,False,False,False,True,True,False,True
710937195.h5,False,True,False,False,True,True,True,True,True,False,False,False
528972913.h5,False,True,False,False,True,True,True,True,True,False,False,False
603188560.h5,False,True,True,True,False,False,False,False,True,False,True,False
644026238.h5,False,True,True,True,False,False,False,False,True,False,True,False
569457271.h5,True,True,False,False,False,False,False,False,True,True,False,True
659771301.h5,False,True,False,False,False,False,False,False,True,True,False,True
663482878.h5,False,True,False,False,False,False,False,False,True,True,False,True
575939366.h5,False,True,True,True,False,False,False,False,True,False,True,False
685816064.h5,False,True,False,False,False,False,False,False,True,True,False,True
553012563.h5,True,True,False,False,True,True,True,True,True,False,False,False
560596067.h5,True,True,False,False,False,False,False,False,True,True,False,True
562536153.h5,False,True,True,True,False,False,False,False,True,False,True,False
637154333.h5,False,True,True,True,False,False,False,False,True,False,True,False
616785862.h5,False,True,False,False,True,True,True,True,True,False,False,False
569722788.h5,True,True,False,False,True,True,True,True,True,False,False,False
642026233.h5,False,True,False,False,False,False,False,False,True,True,False,True
613968705.h5,False,True,True,True,False,False,False,False,True,False,True,False
603226974.h5,False,True,False,False,True,True,True,True,True,False,False,False
594127683.h5,False,True,False,False,False,False,False,False,True,True,False,True
647595665.h5,False,True,True,True,False,False,False,False,True,False,True,False
699155265.h5,False,True,True,True,False,False,False,False,True,False,True,False
552318211.h5,False,True,False,False,True,True,True,True,True,False,False,False
616774177.h5,False,True,False,False,True,True,True,True,True,False,False,False
584196534.h5,False,True,True,True,False,False,False,False,True,False,True,False
511458599.h5,False,True,False,False,True,True,True,True,True,False,False,False
605800963.h5,False,True,True,True,False,False,False,False,True,False,True,False
589755795.h5,False,True,True,True,False,False,False,False,True,False,True,False
667775371.h5,False,True,False,False,False,False,False,False,True,True,False,True
648389302.h5,False,True,False,False,True,True,True,True,True,False,False,False
676503737.h5,False,True,False,False,False,False,False,False,True,True,False,True
527583578.h5,False,True,False,False,False,False,False,False,True,True,False,True
704298735.h5,False,True,True,True,False,False,False,False,True,False,True,False
549855420.h5,False,True,False,False,False,False,False,False,True,True,False,True
512176430.h5,True,True,False,False,False,False,False,False,True,True,False,True
681047011.h5,False,True,False,False,False,False,False,False,True,True,False,True
550127307.h5,True,True,False,False,False,False,False,False,True,True,False,True
639437387.h5,False,True,False,False,True,True,True,True,True,False,False,False
501847516.h5,False,True,False,False,False,False,False,False,True,True,False,True
546341286.h5,False,True,False,False,False,False,False,False,True,True,False,True
554254184.h5,True,True,False,False,True,True,True,True,True,False,False,False
626027944.h5,False,True,True,True,False,False,False,False,True,False,True,False
569967584.h5,True,True,False,False,False,False,False,False,True,True,False,True
639254728.h5,False,True,False,False,False,False,False,False,True,True,False,True
639437957.h5,False,True,False,False,False,False,False,False,True,True,False,True
552324309.h5,True,True,False,False,True,True,True,True,True,False,False,False
659743451.h5,False,True,False,False,True,True,True,True,True,False,False,False
667376208.h5,False,True,False,False,False,False,False,False,True,True,False,True
560898462.h5,True,True,True,True,False,False,False,False,True,False,True,False
691763694.h5,False,True,False,False,False,False,False,False,True,True,False,True
710505947.h5,False,True,False,False,True,True,True,True,True,False,False,False
502810282.h5,False,True,False,False,True,True,True,True,True,False,False,False
573865128.h5,False,True,False,False,False,False,False,False,True,True,False,True
657786322.h5,False,True,False,False,True,True,True,True,True,False,False,False
609517556.h5,False,True,True,True,False,False,False,False,True,False,True,False
642651898.h5,False,True,False,False,True,True,True,True,True,False,False,False
650390042.h5,False,True,False,False,False,False,False,False,True,True,False,True
652096183.h5,False,True,True,True,False,False,False,False,True,False,True,False
502383036.h5,False,True,False,False,False,False,False,False,True,True,False,True
671162628.h5,False,True,False,False,False,False,False,False,True,True,False,True
511976329.h5,True,True,False,False,True,True,True,True,True,False,False,False
558389981.h5,True,True,False,False,True,True,True,True,True,False,False,False
650510708.h5,False,True,False,False,True,True,True,True,True,False,False,False
550851591.h5,False,True,True,True,False,False,False,False,True,False,True,False
511977695.h5,True,True,False,False,False,False,False,False,True,True,False,True
583279803.h5,False,True,True,True,False,False,False,False,True,False,True,False
637126541.h5,False,True,True,True,False,False,False,False,True,False,True,False
556338149.h5,True,True,False,False,True,True,True,True,True,False,False,False
685816036.h5,False,True,False,False,False,False,False,False,True,True,False,True
668526823.h5,False,True,False,False,True,True,True,True,True,False,False,False
707444935.h5,False,True,False,False,True,True,True,True,True,False,False,False
502115959.h5,False,True,True,True,False,False,False,False,True,False,True,False
574989957.h5,True,True,False,False,False,False,False,False,True,True,False,True
653126877.h5,False,True,True,True,False,False,False,False,True,False,True,False
612534310.h5,False,True,True,True,False,False,False,False,True,False,True,False
605859367.h5,False,True,True,True,False,False,False,False,True,False,True,False
539291372.h5,True,True,False,False,True,True,True,True,True,False,False,False
583136567.h5,True,True,True,True,False,False,False,False,True,False,True,False
510933273.h5,True,True,False,False,False,False,False,False,True,True,False,True
663866413.h5,False,True,True,True,False,False,False,False,True,False,True,False
657892406.h5,False,True,False,False,False,False,False,False,True,True,False,True
601805379.h5,False,True,True,True,False,False,False,False,True,False,True,False
649317434.h5,False,True,False,False,True,True,True,True,True,False,False,False
581651157.h5,False,True,False,False,True,True,True,True,True,False,False,False
571255084.h5,True,True,False,False,False,False,False,False,True,True,False,True
652737678.h5,False,True,True,True,False,False,False,False,True,False,True,False
652337551.h5,False,True,False,False,True,True,True,True,True,False,False,False
562122508.h5,False,True,True,True,False,False,False,False,True,False,True,False
502352946.h5,False,True,False,False,False,False,False,False,True,True,False,True
697339797.h5,False,True,False,False,False,False,False,False,True,True,False,True
663475712.h5,False,True,False,False,False,False,False,False,True,True,False,True
580051759.h5,True,True,True,True,False,False,False,False,True,False,True,False
506520696.h5,False,True,False,False,True,True,True,True,True,False,False,False
503526711.h5,True,True,False,False,False,False,False,False,True,True,False,True
657891871.h5,False,True,False,False,True,True,True,True,True,False,False,False
507691566.h5,True,True,False,False,False,False,False,False,True,True,False,True
707923645.h5,False,True,True,True,False,False,False,False,True,False,True,False
584778283.h5,False,True,False,False,True,True,True,True,True,False,False,False
676502528.h5,False,True,False,False,False,False,False,False,True,True,False,True
646685143.h5,False,True,False,False,False,False,False,False,True,True,False,True
583631286.h5,False,True,False,False,True,True,True,True,True,False,False,False
593438037.h5,False,True,False,False,False,False,False,False,True,True,False,True
605688822.h5,False,True,True,True,False,False,False,False,True,False,True,False
575708990.h5,False,True,False,False,True,True,True,True,True,False,False,False
639948535.h5,False,True,False,False,True,True,True,True,True,False,False,False
644947716.h5,False,True,True,True,False,False,False,False,True,False,True,False
569457162.h5,True,True,True,True,False,False,False,False,True,False,True,False
558560971.h5,False,True,False,False,False,False,False,False,True,True,False,True
658021293.h5,False,True,False,False,True,True,True,True,True,False,False,False
657775947.h5,False,True,True,True,False,False,False,False,True,False,True,False
574685634.h5,False,True,False,False,True,True,True,True,True,False,False,False
506540916.h5,False,True,True,True,False,False,False,False,True,False,True,False
669239852.h5,False,True,False,False,True,True,True,True,True,False,False,False
637669284.h5,False,True,True,True,False,False,False,False,True,False,True,False
711590640.h5,False,True,False,False,False,False,False,False,True,True,False,True
539515366.h5,False,True,False,False,False,False,False,False,True,True,False,True
661437140.h5,False,True,True,True,False,False,False,False,True,False,True,False
583296652.h5,False,True,False,False,True,True,True,True,True,False,False,False
659767482.h5,False,True,False,False,False,False,False,False,True,True,False,True
663485329.h5,False,True,True,True,False,False,False,False,True,False,True,False
541206592.h5,False,True,False,False,True,True,True,True,True,False,False,False
652989442.h5,False,True,True,True,False,False,False,False,True,False,True,False
571541565.h5,True,True,True,True,False,False,False,False,True,False,True,False
637122339.h5,False,True,False,False,True,True,True,True,True,False,False,False
554284637.h5,True,True,False,False,False,False,False,False,True,True,False,True
623347352.h5,False,True,True,True,False,False,False,False,True,False,True,False
612555380.h5,False,True,False,False,True,True,True,True,True,False,False,False
531134090.h5,False,True,True,True,False,False,False,False,True,False,True,False
659746625.h5,False,True,False,False,False,False,False,False,True,True,False,True
564425777.h5,True,True,True,True,False,False,False,False,True,False,True,False
653173685.h5,False,True,False,False,True,True,True,True,True,False,False,False
511534603.h5,False,True,True,True,False,False,False,False,True,False,True,False
658020830.h5,False,True,False,False,False,False,False,False,True,True,False,True
651770794.h5,False,True,True,True,False,False,False,False,True,False,True,False
509580400.h5,False,True,True,True,False,False,False,False,True,False,True,False
658533763.h5,False,True,True,True,False,False,False,False,True,False,True,False
501889084.h5,False,True,False,False,True,True,True,True,True,False,False,False
639251932.h5,False,True,True,True,False,False,False,False,True,False,True,False
686910010.h5,False,True,False,False,True,True,True,True,True,False,False,False
652990427.h5,False,True,False,False,False,False,False,False,True,True,False,True
602206167.h5,False,True,False,False,True,True,True,True,True,False,False,False
638056634.h5,False,True,True,True,False,False,False,False,True,False,True,False
700659215.h5,False,True,False,False,False,False,False,False,True,True,False,True
540729056.h5,False,True,False,False,True,True,True,True,True,False,False,False
505314372.h5,False,True,False,False,True,True,True,True,True,False,False,False
604870277.h5,False,True,False,False,False,False,False,False,True,True,False,True
687498308.h5,False,True,False,False,False,False,False,False,True,True,False,True
674275274.h5,False,True,False,False,True,True,True,True,True,False,False,False
626027888.h5,False,True,False,False,True,True,True,True,True,False,False,False
571006351.h5,False,True,False,False,False,False,False,False,True,True,False,True
637115675.h5,False,True,True,True,False,False,False,False,True,False,True,False
574921369.h5,False,True,False,False,False,False,False,False,True,True,False,True
603978471.h5,False,True,True,True,False,False,False,False,True,False,True,False
528574532.h5,False,True,False,False,True,True,True,True,True,False,False,False
703308147.h5,False,True,False,False,True,True,True,True,True,False,False,False
682732631.h5,False,True,False,False,True,True,True,True,True,False,False,False
504593468.h5,True,True,False,False,True,True,True,True,True,False,False,False
679346829.h5,False,True,False,False,True,True,True,True,True,False,False,False
506773892.h5,True,True,True,True,False,False,False,False,True,False,True,False
686919436.h5,False,True,False,False,True,True,True,True,True,False,False,False
506278598.h5,False,True,False,False,True,True,True,True,True,False,False,False
511573879.h5,False,True,True,True,False,False,False,False,True,False,True,False
652991570.h5,False,True,False,False,True,True,True,True,True,False,False,False
593508594.h5,False,True,False,False,False,False,False,False,True,True,False,True
598582651.h5,False,True,False,False,False,False,False,False,True,True,False,True
645413759.h5,False,True,True,True,False,False,False,False,True,False,True,False
580124131.h5,True,True,False,False,True,True,True,True,True,False,False,False
652092676.h5,False,True,True,True,False,False,False,False,True,False,True,False
502368172.h5,False,True,False,False,True,True,True,True,True,False,False,False
685497280.h5,False,True,False,False,True,True,True,True,True,False,False,False
662351346.h5,False,True,False,False,True,True,True,True,True,False,False,False
690046237.h5,False,True,False,False,False,False,False,False,True,True,False,True
593552712.h5,False,True,True,True,False,False,False,False,True,False,True,False
667014179.h5,False,True,False,False,True,True,True,True,True,False,False,False
662033243.h5,False,True,True,True,False,False,False,False,True,False,True,False
596557969.h5,False,True,False,False,False,False,False,False,True,True,False,True
524848692.h5,False,True,False,False,True,True,True,True,True,False,False,False
504508104.h5,False,True,False,False,True,True,True,True,True,False,False,False
674679019.h5,False,True,True,True,False,False,False,False,True,False,True,False
614535829.h5,False,True,False,False,True,True,True,True,True,False,False,False
592494159.h5,False,True,False,False,True,True,True,True,True,False,False,False
603452291.h5,False,True,True,True,False,False,False,False,True,False,True,False
653932505.h5,False,True,True,True,False,False,False,False,True,False,True,False
613062511.h5,False,True,False,False,True,True,True,True,True,False,False,False
584544569.h5,False,True,True,True,False,False,False,False,True,False,True,False
666274740.h5,False,True,False,False,False,False,False,False,True,True,False,True
504101079.h5,False,True,False,False,False,False,False,False,True,True,False,True
643216853.h5,False,True,False,False,True,True,True,True,True,False,False,False
530773844.h5,False,True,False,False,True,True,True,True,True,False,False,False
613586022.h5,False,True,False,False,False,False,False,False,True,True,False,True
647593956.h5,False,True,False,False,False,False,False,False,True,True,False,True
691208363.h5,False,True,False,False,True,True,True,True,True,False,False,False
663876890.h5,False,True,False,False,True,True,True,True,True,False,False,False
567446262.h5,False,True,False,False,True,True,True,True,True,False,False,False
569718097.h5,True,True,True,True,False,False,False,False,True,False,True,False
584501013.h5,False,True,False,False,False,False,False,False,True,True,False,True
661753184.h5,False,True,False,False,False,False,False,False,True,True,False,True
581676766.h5,True,True,False,False,True,True,True,True,True,False,False,False
501717543.h5,False,True,False,False,False,False,False,False,True,True,False,True
550197614.h5,False,True,False,False,True,True,True,True,True,False,False,False
668528146.h5,False,True,False,False,True,True,True,True,True,False,False,False
580253793.h5,True,True,False,False,True,True,True,True,True,False,False,False
642664460.h5,False,True,False,False,True,True,True,True,True,False,False,False
637671554.h5,False,True,True,True,False,False,False,False,True,False,True,False
666274171.h5,False,True,False,False,True,True,True,True,True,False,False,False
501929146.h5,False,True,False,False,True,True,True,True,True,False,False,False
654920038.h5,False,True,False,False,False,False,False,False,True,True,False,True
575135986.h5,True,True,True,True,False,False,False,False,True,False,True,False
576001843.h5,False,True,True,True,False,False,False,False,True,False,True,False
710938138.h5,False,True,False,False,True,True,True,True,True,False,False,False
645086975.h5,False,True,True,True,False,False,False,False,True,False,True,False
637998955.h5,False,True,True,True,False,False,False,False,True,False,True,False
657079190.h5,False,True,False,False,True,True,True,True,True,False,False,False
660066712.h5,False,True,False,False,True,True,True,True,True,False,False,False
690004696.h5,False,True,False,False,False,False,False,False,True,True,False,True
662359728.h5,False,True,True,True,False,False,False,False,True,False,True,False
680601013.h5,False,True,False,False,True,True,True,True,True,False,False,False
577313742.h5,True,True,False,False,True,True,True,True,True,False,False,False
647155122.h5,False,True,True,True,False,False,False,False,True,False,True,False
569896493.h5,True,True,True,True,False,False,False,False,True,False,True,False
541048140.h5,False,True,False,False,True,True,True,True,True,False,False,False
613974486.h5,False,True,False,False,False,False,False,False,True,True,False,True
506773185.h5,False,True,True,True,False,False,False,False,True,False,True,False
658854486.h5,False,True,False,False,False,False,False,False,True,True,False,True
508546728.h5,True,True,False,False,True,True,True,True,True,False,False,False
666589601.h5,False,True,False,False,False,False,False,False,True,True,False,True
556936622.h5,True,True,False,False,False,False,False,False,True,True,False,True
657016267.h5,False,True,True,True,False,False,False,False,True,False,True,False
503866276.h5,True,True,False,False,True,True,True,True,True,False,False,False
580013262.h5,True,True,True,True,False,False,False,False,True,False,True,False
627823723.h5,False,True,False,False,False,False,False,False,True,True,False,True
597304174.h5,False,True,False,False,True,True,True,True,True,False,False,False
501800164.h5,False,True,False,False,True,True,True,True,True,False,False,False
656939127.h5,False,True,False,False,True,True,True,True,True,False,False,False
555749369.h5,True,True,True,True,False,False,False,False,True,False,True,False
507304910.h5,True,True,False,False,True,True,True,True,True,False,False,False
690072103.h5,False,True,False,False,False,False,False,False,True,True,False,True
512164988.h5,True,True,True,True,False,False,False,False,True,False,True,False
652340572.h5,False,True,False,False,True,True,True,True,True,False,False,False
508596945.h5,False,True,False,False,True,True,True,True,True,False,False,False
681673022.h5,False,True,False,False,True,True,True,True,True,False,False,False
501886692.h5,True,True,False,False,True,True,True,True,True,False,False,False
588191926.h5,False,True,True,True,False,False,False,False,True,False,True,False
569981240.h5,True,True,False,False,False,False,False,False,True,True,False,True
510093797.h5,False,True,True,True,False,False,False,False,True,False,True,False
691199371.h5,False,True,False,False,False,False,False,False,True,True,False,True
606873744.h5,False,True,False,False,True,True,True,True,True,False,False,False
658020989.h5,False,True,False,False,True,True,True,True,True,False,False,False
526504941.h5,False,True,True,True,False,False,False,False,True,False,True,False
643592303.h5,False,True,True,True,False,False,False,False,True,False,True,False
660969879.h5,False,True,False,False,False,False,False,False,True,True,False,True
613083872.h5,False,True,False,False,True,True,True,True,True,False,False,False
649938395.h5,False,True,False,False,False,False,False,False,True,True,False,True
652842572.h5,False,True,True,True,False,False,False,False,True,False,True,False
597028938.h5,False,True,True,True,False,False,False,False,True,False,True,False
710937910.h5,False,True,False,False,False,False,False,False,True,True,False,True
623587006.h5,False,True,True,True,False,False,False,False,True,False,True,False
570059563.h5,True,True,False,False,True,True,True,True,True,False,False,False
540168837.h5,True,True,False,False,False,False,False,False,True,True,False,True
560745435.h5,False,True,False,False,False,False,False,False,True,True,False,True
688678784.h5,False,True,False,False,True,True,True,True,True,False,False,False
662974315.h5,False,True,True,True,False,False,False,False,True,False,True,False
662958642.h5,False,True,False,False,True,True,True,True,True,False,False,False
662348804.h5,False,True,True,True,False,False,False,False,True,False,True,False
663876406.h5,False,True,True,True,False,False,False,False,True,False,True,False
503538804.h5,True,True,False,False,True,True,True,True,True,False,False,False
501794235.h5,False,True,False,False,True,True,True,True,True,False,False,False
592657427.h5,False,True,True,True,False,False,False,False,True,False,True,False
644949350.h5,False,True,False,False,False,False,False,False,True,True,False,True
607040613.h5,False,True,False,False,False,False,False,False,True,True,False,True
562043540.h5,True,True,False,False,False,False,False,False,True,True,False,True
557848210.h5,True,True,True,True,False,False,False,False,True,False,True,False
580095647.h5,True,True,True,True,False,False,False,False,True,False,True,False
645035917.h5,False,True,False,False,True,True,True,True,True,False,False,False
603195918.h5,False,True,False,False,True,True,True,True,True,False,False,False
645699801.h5,False,True,False,False,False,False,False,False,True,True,False,True
560809202.h5,False,True,True,True,False,False,False,False,True,False,True,False
702934964.h5,False,True,True,True,False,False,False,False,True,False,True,False
605087965.h5,False,True,False,False,False,False,False,False,True,True,False,True
688580172.h5,False,True,True,True,False,False,False,False,True,False,True,False
680601319.h5,False,True,False,False,False,False,False,False,True,True,False,True
685494041.h5,False,True,False,False,True,True,True,True,True,False,False,False
667004159.h5,False,True,True,True,False,False,False,False,True,False,True,False
554219904.h5,True,True,False,False,True,True,True,True,True,False,False,False
562095852.h5,True,True,False,False,False,False,False,False,True,True,False,True
504853580.h5,False,True,True,True,False,False,False,False,True,False,True,False
563027941.h5,True,True,False,False,False,False,False,False,True,True,False,True
595904738.h5,False,True,False,False,True,True,True,True,True,False,False,False
502741583.h5,True,True,False,False,True,True,True,True,True,False,False,False
599320182.h5,False,True,True,True,False,False,False,False,True,False,True,False
657914280.h5,False,True,True,True,False,False,False,False,True,False,True,False
566096665.h5,True,True,True,True,False,False,False,False,True,False,True,False
605035620.h5,False,True,False,False,True,True,True,True,True,False,False,False
673171110.h5,False,True,False,False,False,False,False,False,True,True,False,True
653331120.h5,False,True,False,False,False,False,False,False,True,True,False,True
601887677.h5,False,True,True,True,False,False,False,False,True,False,True,False
569374806.h5,True,True,False,False,True,True,True,True,True,False,False,False
601273921.h5,False,True,True,True,False,False,False,False,True,False,True,False
541010698.h5,False,True,True,True,False,False,False,False,True,False,True,False
644910997.h5,False,True,False,False,True,True,True,True,True,False,False,False
503820068.h5,True,True,False,False,True,True,True,True,True,False,False,False
642656700.h5,False,True,False,False,False,False,False,False,True,True,False,True
637990755.h5,False,True,False,False,False,False,False,False,True,True,False,True
650079244.h5,False,True,True,True,False,False,False,False,True,False,True,False
582622495.h5,True,True,False,False,False,False,False,False,True,True,False,True
690045763.h5,False,True,False,False,True,True,True,True,True,False,False,False
512311673.h5,True,True,True,True,False,False,False,False,True,False,True,False
707006626.h5,False,True,True,True,False,False,False,False,True,False,True,False
689388034.h5,False,True,True,True,False,False,False,False,True,False,True,False
686449092.h5,False,True,True,True,False,False,False,False,True,False,True,False
653922961.h5,False,True,False,False,True,True,True,True,True,False,False,False
637123467.h5,False,True,False,False,True,True,True,True,True,False,False,False
601982862.h5,False,True,False,False,True,True,True,True,True,False,False,False
604576637.h5,False,True,False,False,True,True,True,True,True,False,False,False
557615965.h5,True,True,True,True,False,False,False,False,True,False,True,False
653174169.h5,False,True,False,False,False,False,False,False,True,True,False,True
573990411.h5,True,True,False,False,True,True,True,True,True,False,False,False
639117826.h5,False,True,True,True,False,False,False,False,True,False,True,False
698260532.h5,False,True,True,True,False,False,False,False,True,False,True,False
644908995.h5,False,True,False,False,False,False,False,False,True,True,False,True
639940936.h5,False,True,False,False,False,False,False,False,True,True,False,True
636891528.h5,False,True,False,False,True,True,True,True,True,False,False,False
571418966.h5,False,True,False,False,True,True,True,True,True,False,False,False
593902390.h5,False,True,False,False,False,False,False,False,True,True,False,True
627823328.h5,False,True,False,False,True,True,True,True,True,False,False,False
650389887.h5,False,True,False,False,False,False,False,False,True,True,False,True
643062797.h5,False,True,True,True,False,False,False,False,True,False,True,False
555040116.h5,True,True,True,True,False,False,False,False,True,False,True,False
662989044.h5,False,True,False,False,True,True,True,True,True,False,False,False
692345336.h5,False,True,True,True,False,False,False,False,True,False,True,False
669858844.h5,False,True,False,False,False,False,False,False,True,True,False,True
682054669.h5,False,True,False,False,False,False,False,False,True,True,False,True
716951662.h5,False,True,False,False,False,False,False,False,True,True,False,True
646959487.h5,False,True,False,False,False,False,False,False,True,True,False,True
559087706.h5,True,True,False,False,False,False,False,False,True,True,False,True
646016204.h5,False,True,True,True,False,False,False,False,True,False,True,False
611644893.h5,False,True,False,False,True,True,True,True,True,False,False,False
670728674.h5,False,True,True,True,False,False,False,False,True,False,True,False
673171528.h5,False,True,True,True,False,False,False,False,True,False,True,False
591640135.h5,False,True,False,False,True,True,True,True,True,False,False,False
639932847.h5,False,True,True,True,False,False,False,False,True,False,True,False
689385404.h5,False,True,False,False,False,False,False,False,True,True,False,True
557395543.h5,True,True,False,False,True,True,True,True,True,False,False,False
586065853.h5,False,True,False,False,False,False,False,False,True,True,False,True
602397924.h5,False,True,False,False,False,False,False,False,True,True,False,True
566458505.h5,True,True,True,True,False,False,False,False,True,False,True,False
540609585.h5,False,True,False,False,False,False,False,False,True,True,False,True
552569752.h5,True,True,False,False,False,False,False,False,True,True,False,True
584635095.h5,False,True,False,False,False,False,False,False,True,True,False,True
673914981.h5,False,True,True,True,False,False,False,False,True,False,True,False
712178511.h5,False,True,True,True,False,False,False,False,True,False,True,False
602589533.h5,False,True,False,False,False,False,False,False,True,True,False,True
524691284.h5,False,True,True,True,False,False,False,False,True,False,True,False
642883713.h5,False,True,False,False,False,False,False,False,True,True,False,True
591397995.h5,False,True,False,False,True,True,True,True,True,False,False,False
612549085.h5,False,True,True,True,False,False,False,False,True,False,True,False
510705057.h5,False,True,False,False,True,True,True,True,True,False,False,False
557227804.h5,True,True,True,True,False,False,False,False,True,False,True,False
552195520.h5,True,True,False,False,True,True,True,True,True,False,False,False
576208495.h5,True,True,False,False,False,False,False,False,True,True,False,True
604328043.h5,False,True,True,True,False,False,False,False,True,False,True,False
652738799.h5,False,True,False,False,True,True,True,True,True,False,False,False
577219368.h5,True,True,False,False,False,False,False,False,True,True,False,True
502382906.h5,True,True,False,False,True,True,True,True,True,False,False,False
653053207.h5,False,True,False,False,False,False,False,False,True,True,False,True
653123586.h5,False,True,False,False,False,False,False,False,True,True,False,True
557414237.h5,True,True,False,False,False,False,False,False,True,True,False,True
662960692.h5,False,True,False,False,True,True,True,True,True,False,False,False
571137446.h5,True,True,True,True,False,False,False,False,True,False,True,False
647595671.h5,False,True,True,True,False,False,False,False,True,False,True,False
717214654.h5,False,True,False,False,True,True,True,True,True,False,False,False
578674360.h5,True,True,True,True,False,False,False,False,True,False,True,False
603516552.h5,False,True,False,False,True,True,True,True,True,False,False,False
569810774.h5,True,True,False,False,True,True,True,True,True,False,False,False
560027980.h5,True,True,True,True,False,False,False,False,True,False,True,False
661328570.h5,False,True,False,False,True,True,True,True,True,False,False,False
502376461.h5,False,True,True,True,False,False,False,False,True,False,True,False
595829914.h5,False,True,False,False,True,True,True,True,True,False,False,False
586452281.h5,False,True,False,False,False,False,False,False,True,True,False,True
510535700.h5,False,True,False,False,False,False,False,False,True,True,False,True
644909311.h5,False,True,False,False,False,False,False,False,True,True,False,True
657078119.h5,False,True,True,True,False,False,False,False,True,False,True,False
569790130.h5,True,True,False,False,True,True,True,True,True,False,False,False
645689073.h5,False,True,True,True,False,False,False,False,True,False,True,False
601547955.h5,False,True,False,False,False,False,False,False,True,True,False,True
530047022.h5,False,True,False,False,False,False,False,False,True,True,False,True
603224878.h5,False,True,True,True,False,False,False,False,True,False,True,False
701046700.h5,False,True,True,True,False,False,False,False,True,False,True,False
657012597.h5,False,True,False,False,False,False,False,False,True,True,False,True
555813683.h5,True,True,False,False,True,True,True,True,True,False,False,False
507691834.h5,True,True,False,False,True,True,True,True,True,False,False,False
617388117.h5,False,True,True,True,False,False,False,False,True,False,True,False
637159507.h5,False,True,False,False,False,False,False,False,True,True,False,True
